CA2119782C	A	128	129	H	FORMULA
CA2119782C	A	371	372	H	FORMULA
CA2119782C	A	476	477	H	FORMULA
CA2119782C	A	525	526	H	FORMULA
CA2155014C	A	414	421	R31COO-	FORMULA
CA2155014C	A	429	436	R30COO-	FORMULA
CA2155014C	A	490	491	H	FORMULA
CA2158610C	A	101	105	CHOH	FORMULA
CA2158610C	A	110	114	CHCl	FORMULA
CA2158610C	A	116	119	CH2	FORMULA
CA2158610C	A	121	124	C=O	FORMULA
CA2158610C	A	152	153	H	FORMULA
CA2158610C	A	155	156	F	FORMULA
CA2158610C	A	160	162	Cl	FORMULA
CA2158610C	A	169	170	H	FORMULA
CA2158610C	A	172	173	F	FORMULA
CA2158610C	A	177	180	CH3	FORMULA
CA2158610C	A	218	219	H	FORMULA
CA2158610C	A	325	327	OH	FORMULA
CA2182620C	A	109	110	H	FORMULA
CA2187449C	A	606	620	-CONHCH(CO2H)-	FORMULA
CA2202503C	A	770	772	OH	FORMULA
CA2207804C	A	253	254	H	FORMULA
CA2217479C	A	372	374	C1	FORMULA
CA2268968C	A	137	140	Asp	FORMULA
CA2270952C	A	262	263	H	FORMULA
CA2297198C	A	124	125	H	FORMULA
CA2297198C	A	244	245	H	FORMULA
CA2297198C	A	333	334	H	FORMULA
CA2303448C	A	158	162	Ca2+	FORMULA
CA2303448C	A	33	37	Ca2+	FORMULA
CA2303448C	A	494	498	Ca2+	FORMULA
CA2303448C	A	542	546	Ca2+	FORMULA
CA2303448C	A	91	95	Ca2+	FORMULA
CA2303448C	T	29	33	ca2+	FORMULA
CA2304821C	A	153	155	NH	FORMULA
CA2348767C	A	142	146	NaCl	FORMULA
CA2348767C	A	235	238	HCl	FORMULA
CA2360677C	A	57	60	CH2	FORMULA
CA2416512C	A	734	737	C20	FORMULA
CA2416512C	A	767	770	C22	FORMULA
CA2530543C	A	152	153	H	FORMULA
CA2530543C	A	206	207	H	FORMULA
CN100579521C	A	710	711	O	FORMULA
CN100579521C	A	713	714	S	FORMULA
CN100579521C	A	716	718	SO	FORMULA
CN100579521C	A	720	723	SO2	FORMULA
CN100579521C	A	725	727	Se	FORMULA
CN100579521C	A	732	735	CH2	FORMULA
CN100579521C	A	793	796	CH2	FORMULA
CN100998588A	A	61	63	NO	FORMULA
CN101036669A	T	15	21	Li2WO4	FORMULA
CN101037415A	A	365	366	H	FORMULA
CN101037415A	A	368	370	OH	FORMULA
CN101037415A	A	521	526	K2CO3	FORMULA
CN101041641A	A	133	134	H	FORMULA
CN101053553B	A	444	448	NaOH	FORMULA
CN101066281A	A	103	116	CIOH17OH, H2O	FORMULA
CN101066281A	A	60	67	Ca(OH)2	FORMULA
CN101067006A	A	636	640	NaCl	FORMULA
CN101067006A	A	736	740	NaCl	FORMULA
CN101067006A	A	836	840	NaCl	FORMULA
CN101077862A	A	420	422	Zn	FORMULA
CN101077862A	A	426	428	Cu	FORMULA
CN101108163A	A	584	592	EDTA-2Na	FORMULA
