CA2100514C	A	103	117	spiromethylene	FAMILY
CA2100514C	A	253	260	halogen	FAMILY
CA2100514C	A	27	34	steroid	FAMILY
CA2100514C	A	321	335	spiromethylene	FAMILY
CA2100514C	A	438	446	steroids	FAMILY
CA2100514C	T	0	26	17-spiromethylene steroids	FAMILY
CA2102780C	A	26	74	bis mono- and/or bicyclic aryl and/or heteroaryl	FAMILY
CA2102780C	A	407	455	bis mono- and/or bicyclic aryl and/or heteroaryl	FAMILY
CA2102780C	T	0	41	Bis mono-and bicyclic aryl and heteroaryl	FAMILY
CA2104399C	A	448	458	nucleoside	FAMILY
CA2106642C	A	25	36	carbazolone	FAMILY
CA2106642C	T	0	11	Carbazolone	FAMILY
CA2106819C	A	25	44	oligoribonucleotide	FAMILY
CA2106819C	T	0	19	Oligoribonucleotide	FAMILY
CA2120743C	A	14	43	acyclic phosphonomethoxyalkyl	FAMILY
CA2120743C	A	160	166	purine	FAMILY
CA2120743C	A	171	181	pyrimidine	FAMILY
CA2120743C	T	10	39	acyclic phosphonomethoxyalkyl	FAMILY
CA2142445C	A	135	140	amide	FAMILY
CA2143752C	A	300	309	aliphatic	FAMILY
CA2143752C	A	331	338	carbons	FAMILY
CA2143752C	A	385	392	halogen	FAMILY
CA2151377C	A	119	130	hydrocarbon	FAMILY
CA2151377C	A	138	147	arylalkyl	FAMILY
CA2151377C	A	149	153	aryl	FAMILY
CA2151377C	A	195	205	R11R12NCO-	FAMILY
CA2151377C	A	257	268	hydrocarbon	FAMILY
CA2151377C	A	296	307	hydrocarbon	FAMILY
CA2151377C	A	362	369	halogen	FAMILY
CA2151377C	A	371	376	alkyl	FAMILY
CA2151377C	A	378	384	alkoxy	FAMILY
CA2151377C	A	386	395	alkylthio	FAMILY
CA2151377C	A	406	420	alkylsulphonyl	FAMILY
CA2151377C	A	446	456	cycloalkyl	FAMILY
CA2151377C	A	458	473	cycloalkylalkyl	FAMILY
CA2151377C	A	521	526	alkyl	FAMILY
CA2151377C	A	571	582	carbocyclic	FAMILY
CA2151377C	A	629	640	hydrocarbon	FAMILY
CA2151377C	A	691	702	hydrocarbon	FAMILY
CA2151377C	A	783	791	alkylene	FAMILY
CA2151377C	A	942	949	alcohol	FAMILY
CA2151377C	T	0	17	Aminomethylindans	FAMILY
CA2151377C	T	20	31	benzofurans	FAMILY
CA2151377C	T	37	52	benzothiophenes	FAMILY
CA2154601C	A	175	192	proanthocyanidins	FAMILY
CA2154601C	A	424	433	coumarins	FAMILY
CA2154601C	A	44	53	coumarins	FAMILY
CA2154601C	A	464	481	proanthocyanidins	FAMILY
CA2154601C	T	24	33	coumarins	FAMILY
CA2161857C	T	0	13	Oxazolidinone	FAMILY
CA2163175C	A	1055	1070	C1-C8 haloalkyl	FAMILY
CA2163175C	A	1072	1089	C1-C8 alkoxyalkyl	FAMILY
CA2163175C	A	1091	1111	C1-C8 alkylthioalkyl	FAMILY
CA2163175C	A	1113	1131	C1-C8 hydroxyalkyl	FAMILY
CA2163175C	A	1133	1151	C1-C8 acyloxyalkyl	FAMILY
CA2163175C	A	1153	1172	C1-C8 aroyloxyalkyl	FAMILY
