CA2586384A1	A	78	86	GW873140	IDENTIFIER
CA2586384A1	T	78	86	gw873140	IDENTIFIER
CN102349890A	A	299	306	HMQ1611	IDENTIFIER
CN102349890A	A	417	424	HMQ1611	IDENTIFIER
CN102349890A	A	499	506	HMQ1611	IDENTIFIER
CN102349890A	A	60	67	HMQ1611	IDENTIFIER
CN102349890A	A	616	623	HMQ1611	IDENTIFIER
CN102349890A	A	728	735	HMQ1611	IDENTIFIER
CN102349890A	T	35	42	HMQ1611	IDENTIFIER
CN102429911A	A	113	120	ZSTK474	IDENTIFIER
CN102429911A	A	248	255	ZSTK474	IDENTIFIER
CN102429911A	A	698	705	ZSTK474	IDENTIFIER
CN102429911A	T	15	22	ZSTK474	IDENTIFIER
CN102584683A	A	405	411	WR2721	IDENTIFIER
CN102584683A	A	507	513	WR2721	IDENTIFIER
CN102764277A	A	175	182	CNB-001	IDENTIFIER
CN102772412A	A	122	130	NSC23766	IDENTIFIER
CN102772412A	A	214	222	NSC23766	IDENTIFIER
CN102772412A	A	368	376	NSC23766	IDENTIFIER
CN102772412A	A	39	47	NSC23766	IDENTIFIER
CN102772412A	T	15	23	NSC23766	IDENTIFIER
CN102772800A	A	1020	1028	CVT-6883	IDENTIFIER
CN102772800A	A	459	467	CVT-6883	IDENTIFIER
CN102772800A	A	472	480	MRS-1754	IDENTIFIER
CN102772800A	A	890	898	CVT-6883	IDENTIFIER
